S. No,participant_id,distribution_type,distribution_name,engagement_id,engagement_started_EDT,engagement_completed_EDT,engagement_participation_status,BrokerPanelId,Overquota_redirect_ARF_return_token,Q1_Location_in_BC,DQ_redirect_not_in_BC_return_token,Q1_Experience_with_AI,Q2_Experience_with_AI_animal,Q2_Experience_with_AI_animal_other_OE,Q2_Experience_with_AI_animal_other_OE_sentiment,Q2_Experience_with_AI_animal_other_OE_sentiment_percentage,Q3_AI_affecting_society_feeling,Q4A_Sector_AI_making_a_positive_impact_1,Q4A_Sector_AI_making_a_positive_impact_2,Q4A_Sector_AI_making_a_positive_impact_3,Q4A_Sector_AI_making_a_positive_impact_4,Q4A_Sector_AI_making_a_positive_impact_5,Q4A_Sector_AI_making_a_positive_impact_6,Q4A_Sector_AI_making_a_positive_impact_7,Q4A_Sector_AI_making_a_positive_impact_other_OE,Q4A_Sector_AI_making_a_positive_impact_other_OE_sentiment,Q4A_Sector_AI_making_a_positive_impact_other_OE_sentiment_percentage,Q4B_Sector_AI_making_a_negative_impact_1,Q4B_Sector_AI_making_a_negative_impact_2,Q4B_Sector_AI_making_a_negative_impact_3,Q4B_Sector_AI_making_a_negative_impact_4,Q4B_Sector_AI_making_a_negative_impact_5,Q4B_Sector_AI_making_a_negative_impact_6,Q4B_Sector_AI_making_a_negative_impact_7,Q4B_Sector_AI_making_a_negative_impact_other_OE,Q4B_Sector_AI_making_a_negative_impact_other_OE_sentiment,Q4B_Sector_AI_making_a_negative_impact_other_OE_sentiment_percentage,Q5_Art_vibe_AI,Q5_Art_vibe_AI_other_OE,Q5_Art_vibe_AI_other_OE_sentiment,Q5_Art_vibe_AI_other_OE_sentiment_percentage,Q6_AI_role_in_creative_fields_in_BC,Q7_AI_and_environment,Q8_AI_helping_BC_community,Q8_AI_helping_BC_community_video_OE_transcription,Q8_AI_helping_BC_community_video_OE_sentiment,Q8_AI_helping_BC_community_video_OE_sentiment_percentage,Q8_AI_helping_BC_community_text_OE,Q8_AI_helping_BC_community_text_OE_sentiment,Q8_AI_helping_BC_community_text_OE_sentiment_percentage,Q9_Jobs_in_BC_AI_Influence,Q10_AI_superpower_to_help_community,Q10_AI_superpower_to_help_community_other_OE,Q10_AI_superpower_to_help_community_other_OE_sentiment,Q10_AI_superpower_to_help_community_other_OE_sentiment_percentage,Q11_Gainer_advances_in_AI_1,Q11_Gainer_advances_in_AI_2,Q11_Gainer_advances_in_AI_3,Q11_Gainer_advances_in_AI_4,Q11_Gainer_advances_in_AI_5,Q11_Gainer_advances_in_AI_6,Q11_Gainer_advances_in_AI_other_OE,Q11_Gainer_advances_in_AI_other_OE_sentiment,Q11_Gainer_advances_in_AI_other_OE_sentiment_percentage,Q12_Most_trustworthy_advances_in_AI_1,Q12_Most_trustworthy_advances_in_AI_2,Q12_Most_trustworthy_advances_in_AI_3,Q12_Most_trustworthy_advances_in_AI_4,Q12_Most_trustworthy_advances_in_AI_5,Q12_Most_trustworthy_advances_in_AI_6,Q12_Most_trustworthy_advances_in_AI_7,Q12_Most_trustworthy_advances_in_AI_other_OE,Q12_Most_trustworthy_advances_in_AI_other_OE_sentiment,Q12_Most_trustworthy_advances_in_AI_other_OE_sentiment_percentage,Q13_AI_impact_worries,Q13_AI_impact_worries_videos_OE_transcription,Q13_AI_impact_worries_videos_OE_sentiment,Q13_AI_impact_worries_videos_OE_sentiment_percentage,Q13_AI_impact_worries_text_OE,Q13_AI_impact_worries_text_OE_sentiment,Q13_AI_impact_worries_text_OE_sentiment_percentage,Q14_Govt_role_in_managing_AI,Q15_Matters_most_BC_AI_future_1,Q15_Matters_most_BC_AI_future_2,Q15_Matters_most_BC_AI_future_3,Q15_Matters_most_BC_AI_future_4,Q15_Matters_most_BC_AI_future_5,Q15_Matters_most_BC_AI_future_6,Q15_Matters_most_BC_AI_future_7,Q15_Matters_most_BC_AI_future_other_OE,Q15_Matters_most_BC_AI_future_other_OE_sentiment,Q15_Matters_most_BC_AI_future_other_OE_sentiment_percentage,Q16_Indigenous_communities_involvement_AI,Q16_Indigenous_communities_involvement_AI_video_OE_transcription,Q16_Indigenous_communities_involvement_AI_video_OE_sentiment,Q16_Indigenous_communities_involvement_AI_video_OE_sentiment_percentage,Q16_Indigenous_communities_involvement_AI_text_OE,Q16_Indigenous_communities_involvement_AI_text_OE_sentiment,Q16_Indigenous_communities_involvement_AI_text_OE_sentiment_percentage,Q17_Advice_BC_Leaders,Q17_Advice_BC_Leaders_video_OE_transcription,Q17_Advice_BC_Leaders_video_OE_sentiment,Q17_Advice_BC_Leaders_video_OE_sentiment_percentage,Q17_Advice_BC_Leaders_text_OE,Q17_Advice_BC_Leaders_text_OE_sentiment,Q17_Advice_BC_Leaders_text_OE_sentiment_percentage,Completion_redirect_ARF_return_token,Age,AgeRollup_Broad,Gender,Year of Birth,Education,HH_Income_Fine_23,FirstNation_23,,Ethnicity_Roll_23,Vizmin_23,HH_Comp_23,KidsinHH_23,,,HH_Under18_23,Urban/ Rural
93,45d371d4-5f3e-4c3a-85f0-cc76f4446b22,Link,ARF,949aa9b8-b838-40e6-a86e-fb6b085f70d5,2025-06-27 17:37,2025-07-02 13:16,Completed,arfid1B454E98-411F-4DB5-BC61-28D9CB5B4868,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Chameleon – Always adapting,,,,Mixed/neutral – I see both the good and the bad.,,,"Arts, culture, and media",,,,,,,,Healthcare and medicine,,,,,,,,,,Abstract installation – weird but interesting,,,,"Mixed effects – Some help, some harm.","Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,I don’t know,NEUTRAL,0.99124372,It’ll mostly change jobs—not create or destroy them outright.,Not sure,,,,,Small businesses and startups,The general public,Everyone equally,,,,,,,,,Community and Indigenous leaders,,,,,,,I'll type my answer 📲,,,,It will take the place of human interaction,NEUTRAL,0.551851273,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,This is their land so they need to be in charge,NEUTRAL,0.969780028,I'll type my answer 📲,,,,Let it be a tool to be used. Don’t let it take the place of humans,NEUTRAL,0.50252068,,55,55 Plus,Female,1970,Some college/trade school,"$10,000 to less than $25,000",No ,,White,Not a visible minority,One in total [you live alone],Do not have children ,,,"No, no one under 18 here ",Urban
94,5ec38c2a-ec49-46ab-8ba7-e2039af375f4,Link,ARF,bd9e6aae-c254-42c0-83d0-0a892972c83c,2025-06-30 16:02,2025-06-30 16:08,Completed,arfid1B812634-D966-4FF2-92D7-A00FC998A836,,Vancouver / Lower Mainland,,Regular user – I use AI often for work or personal stuff.,Tiger – Bold and powerful,,,,Mostly optimistic – I think it’ll do more good than harm.,,,"Arts, culture, and media",,Government and public services,,,,,,,,,,,,Not sure,,,,Pop hit – catchy and accessible,,,,Mostly enhance creativity – AI tools will boost creative output.,Not sure,I'll type my answer 📲,,,,I would like AI to help Palestinians,POSITIVE,0.80359447,It’ll eliminate more jobs than it creates.,Fighting climate change,,,,,,,Everyone equally,,,,,,,Tech industry leaders,,,,,,,,,I'll type my answer 📲,,,,I do not worry about AIś impact on my life,POSITIVE,0.765824735,Balanced approach – Encourage innovation and set smart rules.,Ethical and unbiased AI,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,Indigenous communities should be actively involved in learning about AI,POSITIVE,0.790769219,I'll type my answer 📲,,,,It would be to increase cybersecurity wherever necessary,NEUTRAL,0.703172445,,33,18-34,Female,1992,Some university,Prefer not to say,No ,,Chinese,Visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
95,92ec2446-d9d6-4663-a434-37ec561fe87c,Link,ARF,235f4670-7f3d-44d1-bc62-6338529b166d,2025-06-30 18:30,2025-06-30 18:33,Completed,arfid1B9121C2-9BC8-4253-A7C6-BAB5B09883EB,,Victoria,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Chameleon – Always adapting,,,,Mixed/neutral – I see both the good and the bad.,,,,,,,Not sure,,,,,,,,,,Not sure,,,,Not sure,,,,Not sure,Not sure,I'll type my answer 📲,,,,Unsure,NEUTRAL,0.970829308,Not sure,Not sure,,,,,,,,,Not sure,,,,Government and public institutions,,,,Other,Not sure,,Unsure,NEUTRAL,0.970829308,I'll type my answer 📲,,,,Why ,NEUTRAL,0.942756116,Not sure,,,Economic growth and innovation,Social and environmental good,,,,,,,I'll type my answer 📲,,,,Stop please ,NEGATIVE,0.911950052,I'll type my answer 📲,,,,Annoying ,NEGATIVE,0.99834168,,39,35-54,Female,1986,Some college/trade school,"Under $10,000",No ,,White,Not a visible minority,Three people [you and two others],Do not have children ,,,"No, no one under 18 here ",Urban
96,b8aa0f43-e967-4869-8188-ccac5681c0fe,Link,ARF,22bf957a-a571-4786-a4cd-774da0d3dcf6,2025-06-30 18:32,2025-06-30 18:43,Completed,arfid1BF773ED-0D88-4B8D-B0FC-B2A2751BEB9E,,Kelowna,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Chameleon – Always adapting,,,,Mostly concerned – I’m more worried about the downsides.,,,,,,,Not sure,,,,Healthcare and medicine,Environment and climate,,,Government and public services,,,,,,Abstract installation – weird but interesting,,,,"Mixed effects – Some help, some harm.","Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,I don’t believe it’ll have much of a positive effect on anything ,NEGATIVE,0.961387396,It’ll eliminate more jobs than it creates.,I’d take AI’s powers away!,,,,,,,,Other,,"Governments and unions, they’re too lazy and greedy to help the public",NEGATIVE,0.984924853,,Tech industry leaders,Academic and research institutions,Community and Indigenous leaders,,,,,,,I'll type my answer 📲,,,,"Unknown, AI is a slippery slope",NEGATIVE,0.679188013,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,,,Inclusivity and accessibility,,,,,,I'll type my answer 📲,,,,"They should be involved, but from a distance, AI will be ‘woke’ ?",NEUTRAL,0.881126404,I'll type my answer 📲,,,,"Be cautious, careful and respect the public’s needs and criticism ",POSITIVE,0.512519121,,80,55 Plus,Male,1945,Some university,"$150,000 to less than $200,000",No ,,White,Not a visible minority,Two people [you and one other],18 years of age or more ,,,"No, no one under 18 here ",Urban
97,299ff058-295b-4e4e-bf5c-f251d3ada9d3,Link,ARF,2e71cb42-c361-4d1a-9f6b-1849ffec305b,2025-07-02 12:13,2025-07-02 13:10,Completed,arfid1C46F607-4102-49BF-B0B3-EE8C1BB2FD25,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Snail – Slow but steady,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,,,Jobs and the economy,,,,,,,,Environment and climate,,,Government and public services,,,,,,Not sure,,,,"Mixed effects – Some help, some harm.","Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,"AI can enable faster comprehensive decision making but I would hope that common sense human input would still be paramount. Currently, government studies take too long which hinders timely wise action.",MIXED,0.70925957,Not sure,Supporting elders and caregivers,,,,,,,,,Not sure,,,,,Tech industry leaders,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,"Criminal activity, false information, scammers, personal privacy, human control, unknown negative potential. There are always pros and cons and AI has the potential for some very very bad results!",MIXED,0.658609688,Not sure,Ethical and unbiased AI,Privacy and data protection,Economic growth and innovation,,,,,,,,I'll type my answer 📲,,,,They should definitely be an active partner/participate in any/all decisions.,POSITIVE,0.721510589,I'll type my answer 📲,,,,"Re government leaders, based on decisions you’ve made so far, stay out of this AI as you are totally incompetent. . .",NEGATIVE,0.987574875,,73,55 Plus,Male,1952,Graduated from college/trade school,"$40,000 to less than $50,000","Yes, Métis",,First Nations,Not a visible minority,One in total [you live alone],18 years of age or more ,,,"No, no one under 18 here ",Urban
98,d4fc1890-6c4a-4f93-b3ab-daa8499e4de3,Link,ARF,2f627147-203a-4f09-9e87-582095e4b6c9,2025-06-28 14:25,2025-06-28 14:36,Completed,arfid1CA4F93B-56AD-4606-8C67-4AC19DA5342F,,Vancouver / Lower Mainland,,No experience – I haven’t really used AI and don’t know much about it.,Snail – Slow but steady,,,,Mostly concerned – I’m more worried about the downsides.,Healthcare and medicine,,,,Government and public services,,,,,,,Environment and climate,"Arts, culture, and media",Jobs and the economy,,,,,,,Not sure,,,,Mostly enhance creativity – AI tools will boost creative output.,Not sure,I'll type my answer 📲,,,,I'm hoping AI will help in the healthcare industry in all aspects.,POSITIVE,0.908953786,It’ll eliminate more jobs than it creates.,Making public services smarter,,,,Large corporations,Small businesses and startups,The general public,,,,,,,,Tech industry leaders,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,Manipulation of programming by corrupt governments and institutions.,NEGATIVE,0.953513324,No special action – Let AI evolve on its own.,Ethical and unbiased AI,,,,,,,,,,I'll type my answer 📲,,,,They should be involved in inputting their heritage and information about their culture. They should have no control over political matters.,NEGATIVE,0.603993833,I'll type my answer 📲,,,,Stay out of in putting what you think AI responses should be to the public.,NEGATIVE,0.588197231,,55,55 Plus,Male,1970,Some college/trade school,"$50,000 to less than $60,000",No ,,White,Not a visible minority,One in total [you live alone],Do not have children ,,,"No, no one under 18 here ",Urban
99,def30320-128f-4bc4-8686-f5767ab1509c,Link,ARF,918ae725-ed9e-4db4-928d-5f7ab16693a9,2025-06-27 23:42,2025-06-28 1:08,Completed,arfid1CECE491-BF86-4225-9BB2-16B955952128,,Victoria,,Regular user – I use AI often for work or personal stuff.,Octopus – Multi-tasking and complex,,,,Mixed/neutral – I see both the good and the bad.,,,"Arts, culture, and media",,,,,,,,Healthcare and medicine,,,,,,,,,,Sci-fi epic – bold and futuristic,,,,"Mixed effects – Some help, some harm.","Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,That it becomes a tool to make accurate knowledge even more accessible to society. ,POSITIVE,0.964984477,It’ll mostly change jobs—not create or destroy them outright.,Making public services smarter,,,,Large corporations,,The general public,,,,,,,,Tech industry leaders,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,That it will aid in the spread of misinformation ,NEGATIVE,0.481839508,Balanced approach – Encourage innovation and set smart rules.,Ethical and unbiased AI,Privacy and data protection,,,Inclusivity and accessibility,,,,,,I'll type my answer 📲,,,,Indigenous communities should be involved in matters concerning Indigenous affairs ,POSITIVE,0.775889754,I'll type my answer 📲,,,,Ensure that regulation is in place so as that AI doesn’t replace people ,NEUTRAL,0.724521637,,31,18-34,Female,1994,"University undergraduate degree, such as a bachelor's degree","$75,000 to less than $100,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
100,8fc19b33-bac6-430b-b045-7a4572456218,Link,ARF,9b5a772d-f7f4-4c3b-8fc3-a1e19b4d2054,2025-06-30 13:20,2025-06-30 13:24,Completed,arfid1CFB9375-DE2C-4A23-8BCE-8AA3025BB31C,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Tiger – Bold and powerful,,,,Mostly optimistic – I think it’ll do more good than harm.,,,,,Government and public services,,,,,,Healthcare and medicine,,,,,,,,,,Abstract installation – weird but interesting,,,,"Mixed effects – Some help, some harm.","Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,Create efficiencies at all levels of the government,POSITIVE,0.887650788,It’ll eliminate more jobs than it creates.,Making public services smarter,,,,Large corporations,,,,,,,,,Government and public institutions,Tech industry leaders,,,,,,,,,I'll type my answer 📲,,,,"Scam, wrong info",NEGATIVE,0.997009397,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,involve them and ask them to be part of it,POSITIVE,0.729419172,I'll type my answer 📲,,,,plan and look from all angles,POSITIVE,0.470627427,,80,55 Plus,Male,1945,"University undergraduate degree, such as a bachelor's degree","$150,000 to less than $200,000",No ,,Chinese,Visible minority,Five or more people in your household [you and four or more others],10-12 years of age,13-17 years of age,18 years of age or more ,Yes,Urban
101,573930fd-db16-41b4-a625-7da9a771e74e,Link,ARF,b2b32823-5953-43e7-941d-cd38c39434b6,2025-06-27 17:23,2025-06-27 17:31,Completed,arfid1CFF422C-7892-4139-934E-00B0C91873F0,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Chameleon – Always adapting,,,,Mostly optimistic – I think it’ll do more good than harm.,Healthcare and medicine,,,Jobs and the economy,Government and public services,,,,,,,,,,,,Not sure,,,,Abstract installation – weird but interesting,,,,Mostly enhance creativity – AI tools will boost creative output.,"Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,"The criminal justice system is a revolving door for criminals, everywhere we go now, we do not feel as safe as it was prior to COVID. Hoping AI can help the government brain storm ways to help these individuals or help the community. Theft is becoming common, so is break and enter, stealing vehicles. ",POSITIVE,0.522372127,It’ll mostly change jobs—not create or destroy them outright.,Solving tough local problems,,,,Large corporations,,The general public,Everyone equally,,,,,,,Tech industry leaders,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,"I'm not worried, I use AI almost a few times a week and it has helped find answers for me quicker and more in depth than Google can.",POSITIVE,0.998052835,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,Economic growth and innovation,,,,,,,,I'll type my answer 📲,,,,Im not sure how they can help. ,NEGATIVE,0.807660162,I'll type my answer 📲,,,,"Look into better enforcement ideas for criminals and gangs. Please keep our communities safe for elders, young children, and hard-working adults. Look into deportation for those who have committed serious crimes. Look into ensuring balancing job opportunities with the amount of immigrants that are allowed in. Look into how they can better assist hospitals and ER as they are always flooded with people. The government currently isn't looking out for any one or any community. It would be a nice change if they did.",POSITIVE,0.835133076,,36,35-54,Female,1989,"University undergraduate degree, such as a bachelor's degree","$100,000 to less than $110,000",No ,,Chinese,Visible minority,Two people [you and one other],Expecting a baby,,,Yes,Urban
102,4589f113-9e50-4f42-a1d3-17fc30264360,Link,ARF,392636fa-0502-4afd-8c2c-f51b852259d2,2025-06-28 16:54,2025-06-28 16:56,Completed,arfid1D02E3BF-8602-468F-AE48-25EA406B8E9C,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Tiger – Bold and powerful,,,,Mixed/neutral – I see both the good and the bad.,,,,,Government and public services,,,,,,Healthcare and medicine,,,Jobs and the economy,Government and public services,,,,,,Not sure,,,,Not sure,Not sure,I'll type my answer 📲,,,,I’m not exactly sure ,NEUTRAL,0.657218814,Not sure,Not sure,,,,,,,,,Not sure,,,,Government and public institutions,Tech industry leaders,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,I don’t know why ,NEUTRAL,0.746346772,Not sure,,,,,,,Not sure,,,,I'll type my answer 📲,,,,I don’t know why ,NEUTRAL,0.746346772,I'll type my answer 📲,,,,I don’t know why ,NEUTRAL,0.746346772,,48,35-54,Male,1977,Some college/trade school,"$75,000 to less than $100,000",No ,,South Asian,Visible minority,Four people [you and three others],Do not have children ,,,"No, no one under 18 here ",Urban
103,37b26c26-dbd9-4f9a-a8bc-8c754405af20,Link,ARF,442c6d79-b321-4162-a781-062701b8bbfb,2025-06-27 18:53,2025-07-02 17:54,Completed,arfid1D557AEC-5563-4303-8BEC-216FA5B39145,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Owl – Wise and curious,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,,,,Government and public services,,,,,,Healthcare and medicine,Environment and climate,,,Government and public services,,,,,,Classical symphony – structured and elegant,,,,"Mixed effects – Some help, some harm.","Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,"I hope that AI can replace some of ""consultants"" that are hired by the BC government and also be used to do preliminary planning on projects.",NEUTRAL,0.616441667,It’ll eliminate more jobs than it creates.,Making public services smarter,,,,Large corporations,,,,,,,,,,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,That it will be used to scam people by imitating friends and relatives of the elderly.,NEGATIVE,0.836794734,Balanced approach – Encourage innovation and set smart rules.,,Privacy and data protection,Economic growth and innovation,,,,,,,,I'll type my answer 📲,,,,"There should be zero preference given to indigenous communities. Indigenous communities always seem to be living firmly in the past.
",NEGATIVE,0.583171964,I'll type my answer 📲,,,,Don't rush into anything. Let other countries test things and work through the growing pains and learn from them.,POSITIVE,0.661800802,,71,55 Plus,Male,1954,Some college/trade school,"$60,000 to less than $75,000",No ,,White,Not a visible minority,One in total [you live alone],Do not have children ,,,"No, no one under 18 here ",Urban
104,101ea6ba-1d8f-4c78-a9f0-61e4e7ebad58,Link,ARF,8a0a0c32-fece-4aec-931a-abac6406ad12,2025-06-30 17:48,2025-06-30 17:52,Completed,arfid1DC452C6-0960-468D-B6D7-CFAE7D9981B2,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Snail – Slow but steady,,,,Mostly concerned – I’m more worried about the downsides.,Healthcare and medicine,,,,,,,,,,,Environment and climate,"Arts, culture, and media",Jobs and the economy,,,,,,,Sci-fi epic – bold and futuristic,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,"Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,By ceasing to exist,NEGATIVE,0.665047348,It’ll eliminate more jobs than it creates.,I’d take AI’s powers away!,,,,Large corporations,,,,,,,,,,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,"AI is replacing jobs, enshittifying various services (ie: customer support. AI agents are so much worse than talking to a human), and worsening the climate (extreme energy use)",NEGATIVE,0.968646765,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,I do not think any specific involvement is needed from indigenous communities ,NEGATIVE,0.673421264,I'll type my answer 📲,,,,Do not replace humans with AI.,NEUTRAL,0.670801699,,20,18-34,Female,2005,High school graduate,"$120,000 to less than $150,000",No ,,White,Not a visible minority,Three people [you and two others],Do not have children ,,,"No, no one under 18 here ",Urban
105,e295c3f5-ae64-4153-8500-ba7a6bb34789,Link,ARF,f2218649-393b-41a5-b9c3-97de2d7d6ba6,2025-06-30 20:43,2025-07-02 12:59,Completed,arfid1DF02EC7-EE6D-421B-AC66-27DA71E7D6B2,,Vancouver / Lower Mainland,,Regular user – I use AI often for work or personal stuff.,Owl – Wise and curious,,,,Mostly concerned – I’m more worried about the downsides.,Healthcare and medicine,,,,,,,,,,,,"Arts, culture, and media",,,,,,,,Sci-fi epic – bold and futuristic,,,,"Mixed effects – Some help, some harm.",Not much impact – It won’t make a big difference.,I'll type my answer 📲,,,,We are hoping that it can keep our crooked politicians honest. They are wasting money terribly. ,NEGATIVE,0.98656404,It’ll eliminate more jobs than it creates.,Other,Keeping politicians honest,NEUTRAL,0.85634625,Large corporations,,,,,,,,,,,,,,,None of the above,,,,I'll type my answer 📲,,,,It will remove our imaginations and our ability to think critically,POSITIVE,0.753023982,Hands-off promotion – Support innovation with minimal rules.,,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,They should only be involved if they’re educated in it,NEGATIVE,0.58912766,I'll type my answer 📲,,,,All of the NDP should resign they are horrible and have made BC UNRECOGNIZABLE,NEGATIVE,0.970097899,,45,35-54,Female,1980,"University undergraduate degree, such as a bachelor's degree","$120,000 to less than $150,000",No ,,White,Not a visible minority,Five or more people in your household [you and four or more others],13-17 years of age,,,Yes,Urban
